pair_id,team_a_code,team_a_name,team_b_code,team_b_name,pool_key,meetings_count,first_meeting_date,latest_meeting_date,first_winner_code,latest_winner_code,first_point_margin_team_a,latest_point_margin_team_a,margin_shift_team_a,winner_changed
B18LHVBC3NE__B18RRJVB2NE,B18LHVBC3NE,LHV Boys 18-3 Thunder,B18RRJVB2NE,Boston United Boys 18 Select 1,B18,2,2026-01-17,2026-01-31,B18RRJVB2NE,B18RRJVB2NE,-11.0,-24.0,-13.0,False
B18NESVC2NE__B18PVJVB2NE,B18NESVC2NE,NE Storm 18 Squall,B18PVJVB2NE,PV Boys 18 2,B18,2,2026-01-18,2026-01-19,B18PVJVB2NE,B18PVJVB2NE,-8.0,-21.0,-13.0,False
B17LHVBC1NE__B17SJJVB1NE,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17SJJVB1NE,SMASH Boys 17-1,B17,2,2026-01-31,2026-02-01,B17SJJVB1NE,B17SJJVB1NE,-15.0,-29.0,-14.0,False
B17NESVC1NE__B17SJVBC1NE,B17NESVC1NE,NE Storm 17 Tsunami,B17SJVBC1NE,South County Juniors Boys 17 1,B17,2,2025-11-22,2025-11-23,B17NESVC1NE,B17NESVC1NE,8.0,-6.0,-14.0,False
B17LHVBC2NE__B17MMVBC1NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17MMVBC1NE,Mayhem 17 1,B17,2,2025-11-22,2025-11-23,B17MMVBC1NE,B17MMVBC1NE,-2.0,-18.0,-16.0,False
B17PVJVB2NE__B17PVJVB3NE,B17PVJVB2NE,PV Boys 17 2,B17PVJVB3NE,PV Boys 17 3,B17,2,2026-01-18,2026-01-19,B17PVJVB2NE,B17PVJVB2NE,12.0,-4.0,-16.0,False
B14RRJVB2NE__B14SAVBC1XL,B14RRJVB2NE,Boston United Boys 13 Select 1,B14SAVBC1XL,Sporting Albany Boys 14u,B14,2,2026-01-31,2026-03-14,B14SAVBC1XL,B14SAVBC1XL,-21.0,-38.0,-17.0,False
B17ALLIN1FL__B17MVPVA1NE,B17ALLIN1FL,AVA 17 Boys,B17MVPVA1NE,MVP BOS 17 Black,B17,2,2026-02-06,2026-02-07,B17ALLIN1FL,B17ALLIN1FL,19.0,-2.0,-21.0,False
B18MVNER2NE__B18NESVC3NE,B18MVNER2NE,Meraki VB 18 2,B18NESVC3NE,NE Storm 18 Tornado,B18,2,2025-11-22,2026-03-15,B18MVNER2NE,B18MVNER2NE,20.0,-1.0,-21.0,False
B17MVNER2NE__B17MVPVA2NE,B17MVNER2NE,Meraki VB 17 2,B17MVPVA2NE,MVP BOS 17 Blue,B17,2,2025-11-22,2026-01-31,B17MVPVA2NE,B17MVPVA2NE,-4.0,-26.0,-22.0,False
B16LEGIO1XL__B16SJJVB2NE,B16LEGIO1XL,TeamLVC Boys 16 Black,B16SJJVB2NE,SMASH Boys 16's Fire,B16,2,2025-12-21,2026-03-15,B16LEGIO1XL,B16LEGIO1XL,20.0,-3.0,-23.0,False
B13SJJVB1NE__B14CAPIT2XL,B13SJJVB1NE,SMASH Boys 13-1,B14CAPIT2XL,CSVC 14 SAWTEETH,MIXED,1,2025-12-20,2025-12-20,B13SJJVB1NE,B13SJJVB1NE,24.0,24.0,0.0,False
B13SJJVB1NE__B14HKJVB1NE,B13SJJVB1NE,SMASH Boys 13-1,B14HKJVB1NE,Husky 14.1,MIXED,1,2026-01-31,2026-01-31,B13SJJVB1NE,B13SJJVB1NE,12.0,12.0,0.0,False
B13SJJVB1NE__B14NEVBC1NE,B13SJJVB1NE,SMASH Boys 13-1,B14NEVBC1NE,NEVBC Boys 14.1,MIXED,1,2026-03-15,2026-03-15,B14NEVBC1NE,B14NEVBC1NE,-18.0,-18.0,0.0,False
B13SJJVB1NE__B14RRJVB1NE,B13SJJVB1NE,SMASH Boys 13-1,B14RRJVB1NE,Boston United Boys 14-1,MIXED,1,2026-02-01,2026-02-01,B14RRJVB1NE,B14RRJVB1NE,-11.0,-11.0,0.0,False
B13SJJVB1NE__B14SJJVB1NE,B13SJJVB1NE,SMASH Boys 13-1,B14SJJVB1NE,SMASH Boys 14-1,MIXED,1,2025-12-21,2025-12-21,B14SJJVB1NE,B14SJJVB1NE,-22.0,-22.0,0.0,False
B13SJJVB1NE__B14SJJVB2NE,B13SJJVB1NE,SMASH Boys 13-1,B14SJJVB2NE,SMASH Boys 14's Thunder,MIXED,1,2025-12-21,2025-12-21,B13SJJVB1NE,B13SJJVB1NE,16.0,16.0,0.0,False
B14117752XX__B14CAPIT2XL,B14117752XX,ValleyVBC Elite Boys,B14CAPIT2XL,CSVC 14 SAWTEETH,B14,1,2026-01-17,2026-01-17,B14117752XX,B14117752XX,17.0,17.0,0.0,False
B14117752XX__B14NEVBC1NE,B14117752XX,ValleyVBC Elite Boys,B14NEVBC1NE,NEVBC Boys 14.1,B14,1,2026-02-01,2026-02-01,B14NEVBC1NE,B14NEVBC1NE,-17.0,-17.0,0.0,False
B14117752XX__B14RRJVB2NE,B14117752XX,ValleyVBC Elite Boys,B14RRJVB2NE,Boston United Boys 13 Select 1,B14,1,2026-03-14,2026-03-14,B14117752XX,B14117752XX,19.0,19.0,0.0,False
B14117752XX__B14SAVBC1XL,B14117752XX,ValleyVBC Elite Boys,B14SAVBC1XL,Sporting Albany Boys 14u,B14,1,2026-03-14,2026-03-14,B14SAVBC1XL,B14SAVBC1XL,-7.0,-7.0,0.0,False
B14117901XX__B14CAPIT1XL,B14117901XX,Torrimar 14 1,B14CAPIT1XL,CSVC 14 CASCADE,B14,1,2026-02-07,2026-02-07,B14117901XX,B14117901XX,31.0,31.0,0.0,False
B14117901XX__B14COQUI1PU,B14117901XX,Torrimar 14 1,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14,1,2026-02-08,2026-02-08,B14COQUI1PU,B14COQUI1PU,-18.0,-18.0,0.0,False
B14117901XX__B14MVPVA1NE,B14117901XX,Torrimar 14 1,B14MVPVA1NE,MVP BOS 14 Black,B14,1,2026-02-06,2026-02-06,B14117901XX,B14117901XX,27.0,27.0,0.0,False
B14117901XX__B14ROCVC1GE,B14117901XX,Torrimar 14 1,B14ROCVC1GE,Rockland VBC 14 1,B14,1,2026-02-07,2026-02-07,B14117901XX,B14117901XX,39.0,39.0,0.0,False
B14117901XX__B14SPTMC2GE,B14117901XX,Torrimar 14 1,B14SPTMC2GE,Sportime 14 2,B14,1,2026-02-07,2026-02-07,B14117901XX,B14117901XX,28.0,28.0,0.0,False
B14117901XX__B14SPTMC3GE,B14117901XX,Torrimar 14 1,B14SPTMC3GE,Sportime 14 3,B14,1,2026-02-06,2026-02-06,B14117901XX,B14117901XX,28.0,28.0,0.0,False
B14117901XX__B14TACCU1GE,B14117901XX,Torrimar 14 1,B14TACCU1GE,Accuracy 14 Champ,B14,1,2026-02-06,2026-02-06,B14117901XX,B14117901XX,21.0,21.0,0.0,False
B14CAPIT1XL__B14COQUI1PU,B14CAPIT1XL,CSVC 14 CASCADE,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14,1,2026-02-06,2026-02-06,B14COQUI1PU,B14COQUI1PU,-31.0,-31.0,0.0,False
B14CAPIT1XL__B14HKJVB1NE,B14CAPIT1XL,CSVC 14 CASCADE,B14HKJVB1NE,Husky 14.1,B14,1,2026-03-14,2026-03-14,B14CAPIT1XL,B14CAPIT1XL,0.0,0.0,0.0,False
B14CAPIT1XL__B14LCVBC1GE,B14CAPIT1XL,CSVC 14 CASCADE,B14LCVBC1GE,Legacy Boys 14 Premier,B14,1,2026-02-07,2026-02-07,B14CAPIT1XL,B14CAPIT1XL,3.0,3.0,0.0,False
B14CAPIT1XL__B14LIFRY1GE,B14CAPIT1XL,CSVC 14 CASCADE,B14LIFRY1GE,LI Fury 14 1,B14,1,2026-02-06,2026-02-06,B14LIFRY1GE,B14LIFRY1GE,0.0,0.0,0.0,False
B14CAPIT1XL__B14MVPVA1NE,B14CAPIT1XL,CSVC 14 CASCADE,B14MVPVA1NE,MVP BOS 14 Black,B14,1,2026-01-18,2026-01-18,B14CAPIT1XL,B14CAPIT1XL,12.0,12.0,0.0,False
B14CAPIT1XL__B14ROCVC1GE,B14CAPIT1XL,CSVC 14 CASCADE,B14ROCVC1GE,Rockland VBC 14 1,B14,1,2026-02-06,2026-02-06,B14CAPIT1XL,B14CAPIT1XL,21.0,21.0,0.0,False
B14CAPIT1XL__B14SJJVB2NE,B14CAPIT1XL,CSVC 14 CASCADE,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,1,2025-12-20,2025-12-20,B14SJJVB2NE,B14SJJVB2NE,-9.0,-9.0,0.0,False
B14CAPIT1XL__B14TACCU1GE,B14CAPIT1XL,CSVC 14 CASCADE,B14TACCU1GE,Accuracy 14 Champ,B14,1,2026-02-07,2026-02-07,B14TACCU1GE,B14TACCU1GE,-14.0,-14.0,0.0,False
B14CAPIT2XL__B14HKJVB1NE,B14CAPIT2XL,CSVC 14 SAWTEETH,B14HKJVB1NE,Husky 14.1,B14,1,2026-03-15,2026-03-15,B14HKJVB1NE,B14HKJVB1NE,1.0,1.0,0.0,False
B14CAPIT2XL__B14NEVBC1NE,B14CAPIT2XL,CSVC 14 SAWTEETH,B14NEVBC1NE,NEVBC Boys 14.1,B14,1,2026-03-14,2026-03-14,B14NEVBC1NE,B14NEVBC1NE,-32.0,-32.0,0.0,False
B14CAPIT2XL__B14RRJVB2NE,B14CAPIT2XL,CSVC 14 SAWTEETH,B14RRJVB2NE,Boston United Boys 13 Select 1,B14,1,2026-03-15,2026-03-15,B14RRJVB2NE,B14RRJVB2NE,6.0,6.0,0.0,False
B14CAPIT2XL__B14SAVBC1XL,B14CAPIT2XL,CSVC 14 SAWTEETH,B14SAVBC1XL,Sporting Albany Boys 14u,B14,1,2025-12-20,2025-12-20,B14SAVBC1XL,B14SAVBC1XL,-23.0,-23.0,0.0,False
B14CAPIT2XL__B14SJJVB1NE,B14CAPIT2XL,CSVC 14 SAWTEETH,B14SJJVB1NE,SMASH Boys 14-1,B14,1,2025-12-21,2025-12-21,B14SJJVB1NE,B14SJJVB1NE,-31.0,-31.0,0.0,False
B14COQUI1PU__B14CORE11GE,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14CORE11GE,CORE Boys 14 Platinum,B14,1,2026-02-08,2026-02-08,B14COQUI1PU,B14COQUI1PU,18.0,18.0,0.0,False
B14COQUI1PU__B14LHVBC1NE,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14LHVBC1NE,LHV Boys 14-1 Premier,B14,1,2026-02-07,2026-02-07,B14COQUI1PU,B14COQUI1PU,30.0,30.0,0.0,False
B14COQUI1PU__B14LIFRY1GE,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14LIFRY1GE,LI Fury 14 1,B14,1,2026-02-06,2026-02-06,B14COQUI1PU,B14COQUI1PU,29.0,29.0,0.0,False
B14COQUI1PU__B14MVPVA1NE,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14MVPVA1NE,MVP BOS 14 Black,B14,1,2026-02-07,2026-02-07,B14COQUI1PU,B14COQUI1PU,41.0,41.0,0.0,False
B14COQUI1PU__B14ROCVC1GE,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14ROCVC1GE,Rockland VBC 14 1,B14,1,2026-02-06,2026-02-06,B14COQUI1PU,B14COQUI1PU,36.0,36.0,0.0,False
B14COQUI1PU__B14SPTMC3GE,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14SPTMC3GE,Sportime 14 3,B14,1,2026-02-07,2026-02-07,B14COQUI1PU,B14COQUI1PU,40.0,40.0,0.0,False
B14CORE11GE__B14LCVBC1GE,B14CORE11GE,CORE Boys 14 Platinum,B14LCVBC1GE,Legacy Boys 14 Premier,B14,1,2026-02-06,2026-02-06,B14CORE11GE,B14CORE11GE,21.0,21.0,0.0,False
B14CORE11GE__B14LIFRY1GE,B14CORE11GE,CORE Boys 14 Platinum,B14LIFRY1GE,LI Fury 14 1,B14,1,2026-02-07,2026-02-07,B14CORE11GE,B14CORE11GE,25.0,25.0,0.0,False
B14CORE11GE__B14MVPVA1NE,B14CORE11GE,CORE Boys 14 Platinum,B14MVPVA1NE,MVP BOS 14 Black,B14,1,2026-02-07,2026-02-07,B14CORE11GE,B14CORE11GE,24.0,24.0,0.0,False
B14CORE11GE__B14SPTMC2GE,B14CORE11GE,CORE Boys 14 Platinum,B14SPTMC2GE,Sportime 14 2,B14,1,2026-02-06,2026-02-06,B14CORE11GE,B14CORE11GE,28.0,28.0,0.0,False
B14CORE11GE__B14TACCU1GE,B14CORE11GE,CORE Boys 14 Platinum,B14TACCU1GE,Accuracy 14 Champ,B14,1,2026-02-08,2026-02-08,B14CORE11GE,B14CORE11GE,16.0,16.0,0.0,False
B14HKJVB1NE__B14MVPVA1NE,B14HKJVB1NE,Husky 14.1,B14MVPVA1NE,MVP BOS 14 Black,B14,1,2026-02-01,2026-02-01,B14MVPVA1NE,B14MVPVA1NE,-14.0,-14.0,0.0,False
B14HKJVB1NE__B14SAVBC1XL,B14HKJVB1NE,Husky 14.1,B14SAVBC1XL,Sporting Albany Boys 14u,B14,1,2026-01-31,2026-01-31,B14SAVBC1XL,B14SAVBC1XL,-26.0,-26.0,0.0,False
B14LCVBC1GE__B14LHVBC1NE,B14LCVBC1GE,Legacy Boys 14 Premier,B14LHVBC1NE,LHV Boys 14-1 Premier,B14,1,2026-02-06,2026-02-06,B14LHVBC1NE,B14LHVBC1NE,-22.0,-22.0,0.0,False
B14LCVBC1GE__B14LIFRY1GE,B14LCVBC1GE,Legacy Boys 14 Premier,B14LIFRY1GE,LI Fury 14 1,B14,1,2026-02-07,2026-02-07,B14LIFRY1GE,B14LIFRY1GE,-13.0,-13.0,0.0,False
B14LCVBC1GE__B14ROCVC1GE,B14LCVBC1GE,Legacy Boys 14 Premier,B14ROCVC1GE,Rockland VBC 14 1,B14,1,2026-02-08,2026-02-08,B14LCVBC1GE,B14LCVBC1GE,15.0,15.0,0.0,False
B14LCVBC1GE__B14SPTMC2GE,B14LCVBC1GE,Legacy Boys 14 Premier,B14SPTMC2GE,Sportime 14 2,B14,1,2026-02-06,2026-02-06,B14SPTMC2GE,B14SPTMC2GE,-12.0,-12.0,0.0,False
B14LCVBC1GE__B14SPTMC3GE,B14LCVBC1GE,Legacy Boys 14 Premier,B14SPTMC3GE,Sportime 14 3,B14,1,2026-02-08,2026-02-08,B14LCVBC1GE,B14LCVBC1GE,12.0,12.0,0.0,False
B14LCVBC1GE__B14TACCU1GE,B14LCVBC1GE,Legacy Boys 14 Premier,B14TACCU1GE,Accuracy 14 Champ,B14,1,2026-02-07,2026-02-07,B14TACCU1GE,B14TACCU1GE,-32.0,-32.0,0.0,False
B14LHVBC1NE__B14RRJVB2NE,B14LHVBC1NE,LHV Boys 14-1 Premier,B14RRJVB2NE,Boston United Boys 13 Select 1,B14,1,2026-02-01,2026-02-01,B14LHVBC1NE,B14LHVBC1NE,14.0,14.0,0.0,False
B14LHVBC1NE__B14SJJVB1NE,B14LHVBC1NE,LHV Boys 14-1 Premier,B14SJJVB1NE,SMASH Boys 14-1,B14,1,2026-01-31,2026-01-31,B14SJJVB1NE,B14SJJVB1NE,-31.0,-31.0,0.0,False
B14LHVBC1NE__B14SJJVB2NE,B14LHVBC1NE,LHV Boys 14-1 Premier,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,1,2026-02-01,2026-02-01,B14SJJVB2NE,B14SJJVB2NE,-5.0,-5.0,0.0,False
B14LHVBC1NE__B14SPTMC2GE,B14LHVBC1NE,LHV Boys 14-1 Premier,B14SPTMC2GE,Sportime 14 2,B14,1,2026-02-06,2026-02-06,B14SPTMC2GE,B14SPTMC2GE,-2.0,-2.0,0.0,False
B14LHVBC1NE__B14SPTMC3GE,B14LHVBC1NE,LHV Boys 14-1 Premier,B14SPTMC3GE,Sportime 14 3,B14,1,2026-02-07,2026-02-07,B14LHVBC1NE,B14LHVBC1NE,9.0,9.0,0.0,False
B14LHVBC1NE__B14TACCU1GE,B14LHVBC1NE,LHV Boys 14-1 Premier,B14TACCU1GE,Accuracy 14 Champ,B14,1,2025-11-22,2025-11-22,B14TACCU1GE,B14TACCU1GE,-16.0,-16.0,0.0,False
B14LIFRY1GE__B14MVPVA1NE,B14LIFRY1GE,LI Fury 14 1,B14MVPVA1NE,MVP BOS 14 Black,B14,1,2026-02-07,2026-02-07,B14MVPVA1NE,B14MVPVA1NE,-11.0,-11.0,0.0,False
B14LIFRY1GE__B14ROCVC1GE,B14LIFRY1GE,LI Fury 14 1,B14ROCVC1GE,Rockland VBC 14 1,B14,1,2026-02-06,2026-02-06,B14ROCVC1GE,B14ROCVC1GE,-17.0,-17.0,0.0,False
B14LIFRY1GE__B14SPTMC3GE,B14LIFRY1GE,LI Fury 14 1,B14SPTMC3GE,Sportime 14 3,B14,1,2026-02-08,2026-02-08,B14SPTMC3GE,B14SPTMC3GE,-11.0,-11.0,0.0,False
B14MVPVA1NE__B14NEVBC1NE,B14MVPVA1NE,MVP BOS 14 Black,B14NEVBC1NE,NEVBC Boys 14.1,B14,1,2026-01-31,2026-01-31,B14NEVBC1NE,B14NEVBC1NE,-13.0,-13.0,0.0,False
B14MVPVA1NE__B14SAVBC1XL,B14MVPVA1NE,MVP BOS 14 Black,B14SAVBC1XL,Sporting Albany Boys 14u,B14,1,2026-02-01,2026-02-01,B14SAVBC1XL,B14SAVBC1XL,-19.0,-19.0,0.0,False
B14MVPVA1NE__B14SJJVB2NE,B14MVPVA1NE,MVP BOS 14 Black,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,1,2026-01-31,2026-01-31,B14MVPVA1NE,B14MVPVA1NE,9.0,9.0,0.0,False
B14MVPVA1NE__B14SPTMC2GE,B14MVPVA1NE,MVP BOS 14 Black,B14SPTMC2GE,Sportime 14 2,B14,1,2026-02-08,2026-02-08,B14MVPVA1NE,B14MVPVA1NE,-1.0,-1.0,0.0,False
B14MVPVA1NE__B14SPTMC3GE,B14MVPVA1NE,MVP BOS 14 Black,B14SPTMC3GE,Sportime 14 3,B14,1,2026-02-06,2026-02-06,B14MVPVA1NE,B14MVPVA1NE,6.0,6.0,0.0,False
B14NEVBC1NE__B14SAVBC1XL,B14NEVBC1NE,NEVBC Boys 14.1,B14SAVBC1XL,Sporting Albany Boys 14u,B14,1,2026-03-15,2026-03-15,B14NEVBC1NE,B14NEVBC1NE,10.0,10.0,0.0,False
B14ROCVC1GE__B14SPTMC2GE,B14ROCVC1GE,Rockland VBC 14 1,B14SPTMC2GE,Sportime 14 2,B14,1,2026-02-07,2026-02-07,B14SPTMC2GE,B14SPTMC2GE,-16.0,-16.0,0.0,False
B14ROCVC1GE__B14SPTMC3GE,B14ROCVC1GE,Rockland VBC 14 1,B14SPTMC3GE,Sportime 14 3,B14,1,2026-02-07,2026-02-07,B14ROCVC1GE,B14ROCVC1GE,7.0,7.0,0.0,False
B14RRJVB2NE__B14SJJVB2NE,B14RRJVB2NE,Boston United Boys 13 Select 1,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,1,2026-02-01,2026-02-01,B14RRJVB2NE,B14RRJVB2NE,10.0,10.0,0.0,False
B14SAVBC1XL__B14SJJVB2NE,B14SAVBC1XL,Sporting Albany Boys 14u,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,1,2025-12-20,2025-12-20,B14SAVBC1XL,B14SAVBC1XL,23.0,23.0,0.0,False
B14SPTMC2GE__B14TACCU1GE,B14SPTMC2GE,Sportime 14 2,B14TACCU1GE,Accuracy 14 Champ,B14,1,2026-02-07,2026-02-07,B14TACCU1GE,B14TACCU1GE,-24.0,-24.0,0.0,False
B14SPTMC3GE__B14TACCU1GE,B14SPTMC3GE,Sportime 14 3,B14TACCU1GE,Accuracy 14 Champ,B14,1,2026-02-06,2026-02-06,B14TACCU1GE,B14TACCU1GE,-27.0,-27.0,0.0,False
B15ALLIN1FL__B15CAPIT1XL,B15ALLIN1FL,AVA 15 Boys,B15CAPIT1XL,CSVC 15 PANTHERS,B15,1,2026-02-07,2026-02-07,B15ALLIN1FL,B15ALLIN1FL,9.0,9.0,0.0,False
B15ALLIN1FL__B15CORE11GE,B15ALLIN1FL,AVA 15 Boys,B15CORE11GE,CORE Boys 15 Platinum,B15,1,2026-02-08,2026-02-08,B15CORE11GE,B15CORE11GE,-9.0,-9.0,0.0,False
B15ALLIN1FL__B15DIGSV1GE,B15ALLIN1FL,AVA 15 Boys,B15DIGSV1GE,Digs Boys 15 Red,B15,1,2026-02-07,2026-02-07,B15ALLIN1FL,B15ALLIN1FL,32.0,32.0,0.0,False
B15ALLIN1FL__B15LIFRY1GE,B15ALLIN1FL,AVA 15 Boys,B15LIFRY1GE,LI Fury 15 1,B15,1,2026-02-06,2026-02-06,B15LIFRY1GE,B15LIFRY1GE,-4.0,-4.0,0.0,False
B15ALLIN1FL__B15NYCVA1GE,B15ALLIN1FL,AVA 15 Boys,B15NYCVA1GE,NYC VBA 15 Nomad,B15,1,2026-02-06,2026-02-06,B15NYCVA1GE,B15NYCVA1GE,-19.0,-19.0,0.0,False
B15ALLIN1FL__B15SPTMC3GE,B15ALLIN1FL,AVA 15 Boys,B15SPTMC3GE,Sportime 15 3,B15,1,2026-02-08,2026-02-08,B15ALLIN1FL,B15ALLIN1FL,8.0,8.0,0.0,False
B15CAPIT1XL__B15CORE11GE,B15CAPIT1XL,CSVC 15 PANTHERS,B15CORE11GE,CORE Boys 15 Platinum,B15,1,2026-02-06,2026-02-06,B15CORE11GE,B15CORE11GE,-14.0,-14.0,0.0,False
B15CAPIT1XL__B15DIGSV1GE,B15CAPIT1XL,CSVC 15 PANTHERS,B15DIGSV1GE,Digs Boys 15 Red,B15,1,2026-02-07,2026-02-07,B15CAPIT1XL,B15CAPIT1XL,4.0,4.0,0.0,False
B15CAPIT1XL__B15LCVBC1GE,B15CAPIT1XL,CSVC 15 PANTHERS,B15LCVBC1GE,Legacy Boys 15 Premier,B15,1,2026-02-06,2026-02-06,B15LCVBC1GE,B15LCVBC1GE,-7.0,-7.0,0.0,False
B15CAPIT1XL__B15MCJVB1NE,B15CAPIT1XL,CSVC 15 PANTHERS,B15MCJVB1NE,Mill City 15's,B15,1,2026-03-14,2026-03-14,B15MCJVB1NE,B15MCJVB1NE,-12.0,-12.0,0.0,False
B15CAPIT1XL__B15RRJVB2NE,B15CAPIT1XL,CSVC 15 PANTHERS,B15RRJVB2NE,Boston United Boys 15 Select 1,B15,1,2026-01-18,2026-01-18,B15CAPIT1XL,B15CAPIT1XL,10.0,10.0,0.0,False
B15CAPIT1XL__B15SAVBC1XL,B15CAPIT1XL,CSVC 15 PANTHERS,B15SAVBC1XL,Sporting Albany Boys 15u,B15,1,2025-12-20,2025-12-20,B15SAVBC1XL,B15SAVBC1XL,-16.0,-16.0,0.0,False
B15CAPIT1XL__B15SJJVB1NE,B15CAPIT1XL,CSVC 15 PANTHERS,B15SJJVB1NE,SMASH Boys 15-1,B15,1,2025-12-21,2025-12-21,B15SJJVB1NE,B15SJJVB1NE,-24.0,-24.0,0.0,False
B15CAPIT1XL__B15SJJVB2NE,B15CAPIT1XL,CSVC 15 PANTHERS,B15SJJVB2NE,SMASH Boys 15 Lightning,B15,1,2025-12-20,2025-12-20,B15SJJVB2NE,B15SJJVB2NE,-16.0,-16.0,0.0,False
B15CAPIT1XL__B15SPTMC3GE,B15CAPIT1XL,CSVC 15 PANTHERS,B15SPTMC3GE,Sportime 15 3,B15,1,2026-02-07,2026-02-07,B15SPTMC3GE,B15SPTMC3GE,-2.0,-2.0,0.0,False
B15CAPIT1XL__B15SPTMC4GE,B15CAPIT1XL,CSVC 15 PANTHERS,B15SPTMC4GE,Sportime 15 4,B15,1,2026-02-08,2026-02-08,B15SPTMC4GE,B15SPTMC4GE,-1.0,-1.0,0.0,False
B15CAPIT1XL__B15SYRVB1XL,B15CAPIT1XL,CSVC 15 PANTHERS,B15SYRVB1XL,SVC 15 1 Boys,B15,1,2026-01-17,2026-01-17,B15SYRVB1XL,B15SYRVB1XL,-18.0,-18.0,0.0,False
B15CAPIT1XL__B15TACCU1GE,B15CAPIT1XL,CSVC 15 PANTHERS,B15TACCU1GE,Accuracy 15 Champ,B15,1,2026-02-06,2026-02-06,B15TACCU1GE,B15TACCU1GE,-9.0,-9.0,0.0,False
B15CAPIT1XL__B15TTVBC1NE,B15CAPIT1XL,CSVC 15 PANTHERS,B15TTVBC1NE,SLAM 15 1 Boys,B15,1,2026-03-15,2026-03-15,B15CAPIT1XL,B15CAPIT1XL,26.0,26.0,0.0,False
B15CAPIT1XL__B16BVJVB2NE,B15CAPIT1XL,CSVC 15 PANTHERS,B16BVJVB2NE,Blast 16 Pyro,MIXED,1,2026-01-18,2026-01-18,B15CAPIT1XL,B15CAPIT1XL,13.0,13.0,0.0,False
B15CAPIT1XL__B16CAPIT1XL,B15CAPIT1XL,CSVC 15 PANTHERS,B16CAPIT1XL,CSVC 16 WOLFJAW,MIXED,1,2026-01-17,2026-01-17,B16CAPIT1XL,B16CAPIT1XL,-19.0,-19.0,0.0,False
B15CAPIT1XL__B16NESVC2NE,B15CAPIT1XL,CSVC 15 PANTHERS,B16NESVC2NE,NE Storm 16 Monsoon,MIXED,1,2026-01-18,2026-01-18,B16NESVC2NE,B16NESVC2NE,-12.0,-12.0,0.0,False
B15CORE11GE__B15CORE12GE,B15CORE11GE,CORE Boys 15 Platinum,B15CORE12GE,CORE Boys 15 Titanium,B15,1,2026-02-07,2026-02-07,B15CORE12GE,B15CORE12GE,-8.0,-8.0,0.0,False
B15CORE11GE__B15LCVBC1GE,B15CORE11GE,CORE Boys 15 Platinum,B15LCVBC1GE,Legacy Boys 15 Premier,B15,1,2026-02-07,2026-02-07,B15CORE11GE,B15CORE11GE,23.0,23.0,0.0,False
B15CORE11GE__B15LIFRY1GE,B15CORE11GE,CORE Boys 15 Platinum,B15LIFRY1GE,LI Fury 15 1,B15,1,2026-02-07,2026-02-07,B15LIFRY1GE,B15LIFRY1GE,-3.0,-3.0,0.0,False
B15CORE11GE__B15NYCIV1GE,B15CORE11GE,CORE Boys 15 Platinum,B15NYCIV1GE,NYC Impact 15 National,B15,1,2026-02-06,2026-02-06,B15CORE11GE,B15CORE11GE,11.0,11.0,0.0,False
B15CORE12GE__B15DIGSV1GE,B15CORE12GE,CORE Boys 15 Titanium,B15DIGSV1GE,Digs Boys 15 Red,B15,1,2026-02-06,2026-02-06,B15CORE12GE,B15CORE12GE,14.0,14.0,0.0,False
B15CORE12GE__B15LCVBC1GE,B15CORE12GE,CORE Boys 15 Titanium,B15LCVBC1GE,Legacy Boys 15 Premier,B15,1,2026-02-07,2026-02-07,B15CORE12GE,B15CORE12GE,12.0,12.0,0.0,False
B15CORE12GE__B15LIFRY1GE,B15CORE12GE,CORE Boys 15 Titanium,B15LIFRY1GE,LI Fury 15 1,B15,1,2026-02-07,2026-02-07,B15CORE12GE,B15CORE12GE,4.0,4.0,0.0,False
B15CORE12GE__B15NYCVA1GE,B15CORE12GE,CORE Boys 15 Titanium,B15NYCVA1GE,NYC VBA 15 Nomad,B15,1,2026-02-08,2026-02-08,B15NYCVA1GE,B15NYCVA1GE,-3.0,-3.0,0.0,False
B15CORE12GE__B15RRJVB1NE,B15CORE12GE,CORE Boys 15 Titanium,B15RRJVB1NE,Boston United Boys 15 National,B15,1,2026-02-06,2026-02-06,B15RRJVB1NE,B15RRJVB1NE,-10.0,-10.0,0.0,False
B15CORE12GE__B15SPTMC5GE,B15CORE12GE,CORE Boys 15 Titanium,B15SPTMC5GE,Sportime 15 Lynbrook,B15,1,2026-02-06,2026-02-06,B15CORE12GE,B15CORE12GE,17.0,17.0,0.0,False
